Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #396: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-39.553189,-64.188434,08/10/2001
Hecho #397: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",TORMENTA,-26.936417,-71.916559,30/03/2009
Hecho #398: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",SISMO,-44.957793,-65.069923,02/11/2013
Hecho #399: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-39.409365,-54.994956,01/09/2025
Hecho #400: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INCENDIO,-39.961320,-56.901064,18/08/2018
Hecho #401: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-44.734469,-54.451529,01/07/2012
Hecho #402: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-23.772976,-69.943368,14/09/2007
Hecho #403: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-28.436003,-62.880845,04/05/2004
Hecho #404: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-51.239994,-61.305437,16/08/2003
Hecho #405: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-21.100822,-68.801490,07/11/2001
Hecho #406: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",VIENTO,-25.107199,-68.980595,24/06/2023
Hecho #407: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-45.347113,-57.359341,29/05/2000
Hecho #408: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-26.545516,-59.562962,29/03/2022
Hecho #409: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-51.381736,-60.056249,09/01/2015
Hecho #410: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-21.030439,-67.660251,04/12/2015
Hecho #411: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",TORMENTA,-32.366719,-62.864612,07/09/2024
Hecho #412: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-32.895749,-72.538601,03/04/2020
Hecho #413: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-51.925015,-70.401079,15/10/2003
Hecho #414: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-24.500864,-62.634983,11/12/2024
Hecho #415: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-54.014017,-66.806554,13/07/2004
Hecho #416: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-46.811846,-53.686605,28/08/2014
Hecho #417: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-50.137256,-63.570306,30/06/2016
Hecho #418: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-28.589890,-71.328717,15/04/2006
Hecho #419: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-48.261056,-72.643153,24/03/2016
Hecho #420: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-24.038300,-58.494843,13/06/2016
Hecho #421: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-32.686853,-69.569865,25/03/2025
Hecho #422: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",SEQUIA,-53.770468,-69.243753,20/07/2023
Hecho #423: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INUNDACION,-54.815386,-64.523856,17/04/2010
Hecho #424: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",INUNDACION,-53.243631,-67.718788,08/10/2017
Hecho #425: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-34.398544,-60.668458,19/02/2021
Hecho #426: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-27.749618,-63.286150,03/09/2000
Hecho #427: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-46.889204,-70.770988,19/08/2017
Hecho #428: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",TORMENTA,-26.120099,-57.305183,13/08/2023
Hecho #429: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-53.054114,-64.482823,04/02/2003
Hecho #430: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-27.767229,-60.783314,29/05/2019
Hecho #431: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-23.454955,-72.921153,21/07/2001
Hecho #432: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",INUNDACION,-28.748314,-60.471999,07/05/2010
Hecho #433: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-31.263893,-67.343003,06/02/2021
Hecho #434: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-26.508673,-63.112585,05/06/2025
Hecho #435: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-53.634856,-67.045588,27/09/2018
Hecho #436: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-48.139408,-53.074785,01/08/2018
Hecho #437: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-50.752595,-68.383154,03/09/2006
Hecho #438: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-37.845946,-54.742808,03/04/2021
Hecho #439: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-29.663604,-54.640667,18/12/2016
Hecho #440: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-33.579597,-64.579987,14/04/2024
Hecho #441: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-26.061543,-66.919938,10/07/2015
Hecho #442: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-49.722758,-65.379289,07/01/2001
Hecho #443: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-30.022883,-53.213218,26/02/2013
Hecho #444: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-48.436589,-60.624075,10/12/2019
Hecho #445: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-45.794202,-62.104395,15/04/2020
Hecho #446: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-30.863240,-72.281642,12/12/2009
Hecho #447: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-21.673037,-56.043139,27/05/2004
Hecho #448: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-34.207517,-71.323891,18/05/2022
Hecho #449: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-53.146989,-72.060553,12/03/2021
Hecho #450: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-34.045495,-67.502838,19/08/2022
Hecho #451: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-53.560081,-63.484228,08/04/2017
Hecho #452: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-24.939046,-55.094221,03/05/2021
